scorer,DLC_Resnet50_fish_twoMay24shuffle1_snapshot_020,DLC_Resnet50_fish_twoMay24shuffle1_snapshot_020,DLC_Resnet50_fish_twoMay24shuffle1_snapshot_020,DLC_Resnet50_fish_twoMay24shuffle1_snapshot_020,DLC_Resnet50_fish_twoMay24shuffle1_snapshot_020,DLC_Resnet50_fish_twoMay24shuffle1_snapshot_020,DLC_Resnet50_fish_twoMay24shuffle1_snapshot_020,DLC_Resnet50_fish_twoMay24shuffle1_snapshot_020,DLC_Resnet50_fish_twoMay24shuffle1_snapshot_020,DLC_Resnet50_fish_twoMay24shuffle1_snapshot_020,DLC_Resnet50_fish_twoMay24shuffle1_snapshot_020,DLC_Resnet50_fish_twoMay24shuffle1_snapshot_020,DLC_Resnet50_fish_twoMay24shuffle1_snapshot_020,DLC_Resnet50_fish_twoMay24shuffle1_snapshot_020,DLC_Resnet50_fish_twoMay24shuffle1_snapshot_020,DLC_Resnet50_fish_twoMay24shuffle1_snapshot_020,DLC_Resnet50_fish_twoMay24shuffle1_snapshot_020,DLC_Resnet50_fish_twoMay24shuffle1_snapshot_020
bodyparts,head1,head1,head1,body1,body1,body1,tail1,tail1,tail1,head2,head2,head2,body2,body2,body2,tail2,tail2,tail2
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
1687,891.446,346.06232,0.21838978,856.6727,361.42447,0.36124346,849.26697,376.06317,0.25343663,891.48956,342.83047,0.32410473,854.08875,364.8483,0.26258445,833.34033,380.10657,0.14582598
1688,891.6655,346.1971,0.21379559,856.62695,361.70132,0.36170614,849.1872,376.26562,0.26067048,891.61505,342.7736,0.32365882,853.824,365.26825,0.26730534,833.0941,380.47592,0.14735544
1689,892.2483,346.26813,0.21846491,856.5355,361.64938,0.35895213,849.0752,376.2437,0.25847092,892.44385,342.54022,0.31977925,854.0893,365.11877,0.2629505,833.10724,380.25134,0.15114775
1690,892.64417,346.1805,0.22279297,856.83154,361.63052,0.3656042,848.84503,375.49536,0.2590723,893.0599,342.63553,0.32755074,854.57745,364.8189,0.25230572,833.1039,379.46957,0.14802569
1691,892.69635,346.3471,0.21932578,857.18646,361.87225,0.3681591,848.67914,375.28525,0.26247036,893.0585,342.47833,0.31715655,854.784,364.9261,0.25536743,832.9526,379.1016,0.1540407
1692,892.9836,346.9805,0.22448894,856.9846,361.3571,0.35794437,848.7429,375.34283,0.25491804,889.42883,345.4767,0.32139003,854.9654,364.78906,0.25460747,833.0322,379.15082,0.14760429
1693,893.41016,346.97852,0.22495419,857.1043,361.44293,0.36312246,848.3794,374.7759,0.2530186,889.9156,345.53665,0.32538417,855.6579,364.5373,0.24778137,833.1031,378.151,0.15036893
1694,893.31256,346.88358,0.21012126,857.0021,361.7717,0.36148468,848.6632,375.31396,0.25728643,889.91486,345.36847,0.31027228,854.96796,364.86038,0.24198624,833.12573,378.81042,0.14912719
1695,893.56464,347.03397,0.21585041,856.98505,361.79538,0.36863142,848.5589,375.5594,0.25869715,891.8783,341.46524,0.31124622,855.3334,365.13574,0.24095199,832.93286,379.2989,0.14854833
1696,893.73486,346.92084,0.21075518,857.042,361.92734,0.36495432,848.5434,375.22894,0.25698492,892.15485,341.2153,0.31560564,855.4449,365.1288,0.2384682,832.8856,379.08267,0.15051302
1697,893.68726,346.8739,0.20647371,857.1576,361.65308,0.35951287,848.6246,375.06683,0.25491565,892.37146,340.83032,0.31600964,855.07513,364.90048,0.24356762,832.9317,378.80862,0.15032837
1698,893.8151,346.97885,0.20536214,857.39844,361.53812,0.36143318,848.26953,374.6322,0.25068262,892.7197,340.5888,0.3185441,855.64624,364.76913,0.24314843,832.92633,378.07272,0.1461099
1699,894.69885,347.41354,0.20606951,857.35406,362.07117,0.36959615,848.5094,375.0097,0.2610528,894.1865,340.5526,0.3313501,875.1082,358.59952,0.24052581,833.06537,378.9038,0.14853257
1700,894.67957,347.49506,0.20964795,857.7366,362.14975,0.36872825,848.73865,374.9144,0.26690325,894.5307,340.41824,0.33223313,875.08264,358.35037,0.24471965,833.4918,378.87155,0.15142986
1701,895.1021,347.6621,0.21092397,857.71027,361.83316,0.37554607,848.2389,374.64392,0.2672548,895.02203,340.4273,0.33601516,874.9803,358.67697,0.2497431,833.2392,378.7207,0.14999692
1702,895.34796,347.69836,0.21077082,857.6313,362.11847,0.3703047,848.41736,374.9037,0.2668748,895.8124,340.22415,0.33728018,875.0771,358.31354,0.2472704,833.1917,379.00952,0.14832929
1703,895.27734,343.0171,0.20907201,857.6246,361.89792,0.36836174,848.40204,374.91006,0.2651433,895.6188,339.97458,0.34007484,875.1148,358.19922,0.2435054,833.47986,379.18823,0.14546734
1704,895.45636,342.59134,0.21323635,857.47925,361.26434,0.35582516,848.5075,374.79196,0.24953339,895.8799,339.55627,0.34421203,874.843,358.57077,0.24533948,833.1202,378.31802,0.14492369
1705,896.0807,341.7735,0.21666807,857.7735,361.17596,0.36186305,848.2746,373.8748,0.25267282,896.54175,338.68597,0.348588,874.77136,358.6769,0.24941954,833.32526,377.28802,0.14662209
1706,896.09546,342.41168,0.20889677,857.9615,361.27768,0.3657628,848.2515,374.11667,0.25498372,896.5185,339.35617,0.33962122,874.7717,358.47015,0.2482164,833.47144,377.311,0.14567652
1707,896.49414,342.37753,0.21360464,857.9742,361.13455,0.3545377,847.75946,374.1594,0.24924426,897.00287,339.33032,0.34367287,874.8013,358.43573,0.24869473,833.654,377.20007,0.14368722
1708,896.85333,342.23178,0.21692295,857.96686,361.35025,0.35838363,848.16986,374.3763,0.25777435,897.4383,339.09317,0.35172924,874.71735,358.4536,0.25215992,833.2405,377.82092,0.14483896
1709,897.0377,342.82376,0.21936876,858.1171,361.12326,0.35494533,847.8789,373.94974,0.24984203,897.5848,339.63217,0.3509327,874.8011,358.09625,0.25189897,833.5572,377.14264,0.14117128
1710,897.51855,341.71945,0.2244097,857.977,361.14218,0.35826528,848.06805,374.0777,0.2524951,898.1687,338.52762,0.35385793,874.7558,358.22375,0.25045994,833.6315,377.392,0.14351621
1711,896.7532,342.1641,0.22986779,857.8993,361.29907,0.36613655,848.13446,374.31522,0.26265734,898.2612,338.36868,0.35209006,874.6742,358.47614,0.25238782,833.1222,377.89517,0.15175498
1712,897.9316,341.48346,0.22564572,857.84955,361.19614,0.3646506,848.0005,373.70572,0.25286198,898.63715,338.35266,0.3486758,874.68896,358.5809,0.2510282,833.33093,377.08838,0.14635453
1713,897.6041,340.95117,0.22642384,857.93866,361.39453,0.3681972,847.88275,373.7543,0.25703502,898.2895,337.78488,0.35178939,874.7335,358.55032,0.25092536,833.5549,377.00784,0.14708316
1714,898.54236,341.30203,0.22692731,857.9405,361.37488,0.36281824,847.85944,373.44025,0.255148,898.9282,338.71674,0.34952086,874.67017,358.59583,0.24973366,833.6653,376.79764,0.14358242
1715,897.46387,341.62006,0.22710395,857.9559,361.3913,0.36494952,847.8835,373.76114,0.25628394,899.29205,338.58194,0.34992403,874.701,358.658,0.25038698,833.20764,377.1502,0.14656661
1716,897.903,342.04526,0.23318087,858.4668,360.9315,0.3340798,847.66754,373.48578,0.22818078,896.2785,339.44177,0.34790117,875.04285,357.7778,0.25060025,846.8706,371.6579,0.13980088
1717,898.10034,342.0316,0.22977413,858.322,361.4849,0.35303774,848.0765,373.69,0.24756686,896.4823,339.32877,0.35106692,874.8941,357.94852,0.25381526,833.2485,376.45374,0.14366937
1718,898.2493,341.61932,0.22759667,858.33105,361.18103,0.3546267,847.7394,373.4929,0.24898885,896.7928,338.7982,0.3525292,874.88385,357.87317,0.251075,833.65814,376.4422,0.14207059
1719,898.2205,341.55038,0.23025408,858.96704,361.07294,0.35852262,847.6934,373.24985,0.25292724,896.70703,338.7124,0.35303646,874.92017,357.99307,0.24969405,846.2941,371.24622,0.14030582
1720,898.5152,341.68082,0.23201092,858.7657,361.4087,0.3604449,847.8654,373.34033,0.25514168,896.9433,338.73343,0.35608327,874.88055,358.0221,0.25109062,846.39453,371.43652,0.14311713
1721,898.58307,341.764,0.23044941,858.76794,361.235,0.3566734,847.7501,372.7948,0.2519316,896.97455,338.82785,0.34724832,874.794,358.03665,0.24996531,833.84485,375.8463,0.14270034
1722,898.71576,341.69687,0.22957665,858.7364,361.40247,0.35669136,847.7262,372.4517,0.24943472,897.19415,338.72226,0.3516541,865.6897,361.21606,0.2498832,833.9006,374.93484,0.14038387
1723,899.0285,341.19077,0.22901139,858.6902,361.42316,0.3580083,848.023,372.62497,0.25040916,897.65845,338.19223,0.3548674,865.4957,360.77417,0.25054705,834.04156,375.29395,0.14141932
1724,899.083,340.9659,0.23283684,858.98224,361.31732,0.36199677,847.7521,372.04218,0.25363994,897.6915,337.91318,0.35048062,865.8704,360.77438,0.25289783,834.2622,374.58566,0.14667982
1725,899.01025,340.862,0.2285076,858.43463,361.79578,0.3562261,847.9573,373.16904,0.25472873,897.5601,337.91434,0.34448126,874.8029,357.97614,0.24577695,833.9099,375.83484,0.1453376
1726,898.86145,341.0964,0.22318509,858.67114,361.41025,0.35837045,847.81085,372.75003,0.25288957,897.2523,338.11404,0.34995335,874.7429,357.91232,0.25346282,834.00714,375.52747,0.14195783
1727,899.6528,341.0492,0.23439133,858.7858,361.04297,0.35278317,847.8399,372.62878,0.24858586,898.11066,337.97427,0.36628503,865.71674,360.66232,0.25347564,23.596813,501.42395,0.13947095
1728,899.9018,340.75058,0.23217726,859.2696,361.44577,0.35509077,848.01886,372.3896,0.24776657,898.52435,337.64783,0.36783847,866.3037,360.60843,0.25306892,22.900032,500.76395,0.14265117
1729,899.8522,340.7774,0.23274653,859.255,361.38126,0.3548068,851.511,372.87225,0.24469186,898.55536,337.6433,0.36488426,866.5145,360.55853,0.2520981,23.857052,488.92178,0.14297214
1730,900.1284,340.27774,0.22804563,858.64417,361.65887,0.34617415,847.5702,373.27167,0.2365221,898.9088,337.0977,0.3636285,866.268,360.87842,0.24596168,846.0957,371.1705,0.1422092
1731,900.4916,340.46802,0.23173088,858.5619,361.98816,0.35743126,847.7961,373.8547,0.2535673,899.245,337.18954,0.36328983,866.15643,360.741,0.247007,22.510225,499.84573,0.14891806
1732,900.7449,340.43988,0.23133337,858.5955,361.89133,0.35688424,847.7943,373.7644,0.24797438,899.40015,337.08707,0.36202836,866.34827,360.69943,0.2434942,22.70645,500.24002,0.145579
1733,900.6067,340.47647,0.23143704,858.71277,361.7439,0.35737553,847.663,373.2129,0.24871255,899.18964,337.22943,0.35930103,866.35767,360.75143,0.24702042,35.530056,475.51385,0.14984375
1734,900.94995,340.42596,0.23548749,858.8604,361.60815,0.35866585,848.0194,373.0134,0.25169763,899.72217,337.1329,0.3783101,866.51416,360.76962,0.24567091,35.614532,475.23584,0.14865237
1735,900.7576,340.51694,0.23106912,859.2195,361.17966,0.3444591,851.14844,373.28238,0.24776907,899.3969,337.32864,0.37381184,866.8766,360.4853,0.24315777,35.826088,474.35287,0.15364754
1736,901.0574,344.15988,0.22628698,859.1663,361.17346,0.34676126,851.0221,373.29425,0.2450685,899.79663,337.6123,0.37659287,867.3689,360.294,0.24648309,35.829655,473.75192,0.15907201
1737,901.6058,343.916,0.22833456,858.9267,361.27228,0.3488454,851.9977,373.68283,0.24351846,900.47705,336.59988,0.38751924,866.8073,360.58762,0.24586494,35.099968,472.68295,0.15809312
1738,902.26434,340.3813,0.2309641,858.85706,361.80692,0.35821173,848.06104,373.09552,0.25434566,900.7548,336.94815,0.38988215,867.02045,360.60864,0.25013408,846.3756,370.98193,0.1427989
1739,902.3117,339.7549,0.22917713,859.242,361.70526,0.3609548,847.97705,372.76202,0.2554233,901.0242,336.40335,0.38567603,867.4358,360.61465,0.24385548,846.2948,370.58887,0.14328709
1740,902.5724,339.44165,0.23150831,858.9818,361.45468,0.3508134,847.3557,372.4222,0.23891556,901.27106,336.12616,0.38430706,867.25977,360.3884,0.24697907,846.14764,370.27417,0.15167606
1741,902.7498,340.01642,0.22944264,859.3588,361.26346,0.34807938,851.954,373.12033,0.24452186,901.4735,336.70844,0.39022005,867.3515,360.3673,0.24579318,846.027,370.0065,0.15040758
1742,902.04834,344.29935,0.22681281,859.4286,361.20087,0.33950815,851.6929,373.08612,0.25363278,901.3326,336.65164,0.3878867,867.55524,360.4599,0.2440736,846.1897,369.65274,0.14858168
1743,902.02356,344.17752,0.22966817,859.27325,361.27582,0.33864614,851.0298,373.48093,0.24332498,901.55084,336.1757,0.3933937,867.78973,360.48215,0.24463455,846.06274,369.72296,0.15465334
1744,902.1293,344.07922,0.22858791,859.1223,361.95502,0.34651926,852.0409,373.8977,0.24636969,901.7706,335.99335,0.3949179,867.79193,360.40976,0.24605727,846.21814,370.67856,0.14511079
1745,903.1241,339.71606,0.23538283,859.23267,361.67896,0.33911774,851.2621,373.65402,0.24267004,901.90656,336.35748,0.3971302,868.1546,360.50696,0.24086729,846.07196,370.21896,0.15195982
1746,903.7402,339.19785,0.23568791,859.4434,362.07434,0.34695703,851.66656,373.37698,0.24891765,902.56433,335.81235,0.3966428,868.41486,360.24457,0.23454773,846.0141,370.49548,0.1467779
1747,903.67316,338.79935,0.23660767,859.28186,361.91656,0.3410865,851.1564,373.58588,0.2511073,902.5726,335.5123,0.40295187,868.55145,360.33966,0.23180829,846.1673,370.1579,0.14958367
1748,903.2893,337.86703,0.228838,859.297,361.91867,0.33862352,851.2202,373.77438,0.24981691,902.6305,335.2639,0.39795947,893.6146,355.79,0.23028249,846.1689,370.3398,0.1516513
1749,903.57733,337.5226,0.23576567,859.486,361.56314,0.332021,851.1113,373.4217,0.24778886,903.03296,335.12717,0.40743423,893.7316,355.71832,0.22920811,846.24316,369.52463,0.15584013
1750,903.8167,338.43793,0.2362601,859.4949,361.792,0.33519995,852.0075,373.40533,0.24838233,902.81195,335.21014,0.40239084,893.7338,355.6049,0.22637618,846.45483,369.47653,0.15247603
1751,904.32684,338.29947,0.23947027,859.50604,361.73798,0.33570126,850.86115,373.39584,0.24351697,903.3719,335.04852,0.41073847,893.78235,355.51538,0.23171091,846.0706,369.28336,0.15730967
1752,904.3016,337.89374,0.24184464,859.7272,361.5698,0.33583495,851.45154,373.54648,0.24944375,903.6729,335.565,0.4101165,893.7378,355.4673,0.22796959,846.06335,369.33316,0.15531477
1753,904.0403,337.69693,0.24321055,859.6578,361.27374,0.32805213,851.2825,373.56982,0.25003183,903.4649,335.40146,0.41422677,868.59845,359.9776,0.23428641,846.18146,369.04422,0.16200045
1754,904.2844,337.41382,0.24377352,860.15765,361.58994,0.34285548,851.9907,372.6549,0.25995982,903.69275,335.4044,0.41538456,868.32086,360.06735,0.23159817,846.2282,369.14102,0.15188652
1755,904.4513,337.35583,0.24063131,859.8802,361.81946,0.34110945,851.66547,372.93527,0.2458661,903.74927,335.24692,0.41051316,59.736412,424.86484,0.2327387,846.15283,369.2665,0.15075381
1756,904.34174,337.2298,0.24490137,859.85486,361.95764,0.33871806,850.9281,373.25793,0.25422043,903.7288,334.99588,0.41895452,59.60401,424.87958,0.2347046,845.9493,369.2147,0.15587689
1757,904.4717,337.36655,0.24286199,859.74786,361.92514,0.34412488,850.5516,372.90848,0.24735716,903.88336,335.34338,0.415192,893.6842,355.2946,0.23406753,845.85486,369.17056,0.15602067
1758,904.6764,337.45688,0.24312839,859.5907,361.6542,0.34316388,850.2334,373.12384,0.24832466,904.2379,335.34125,0.41286582,893.68945,355.55786,0.23536077,845.777,369.19495,0.16174886
1759,904.7002,337.57407,0.23985627,859.52606,361.53397,0.33920556,849.6443,372.93106,0.2397,904.2034,335.1919,0.41193047,893.6974,355.65363,0.23561472,845.7082,368.68637,0.16464147
1760,904.8408,337.27554,0.2470246,859.4553,361.78394,0.33391085,850.5911,373.3101,0.24612974,904.49365,334.9838,0.41848552,893.80145,355.6207,0.23632139,846.12634,368.61496,0.16216233
1761,904.74335,337.28946,0.24048568,859.6107,361.7641,0.33356404,850.4014,373.1715,0.24522503,904.4861,334.54764,0.4166072,893.7972,355.5636,0.23937285,845.99023,368.62308,0.1613545
1762,905.5207,337.77304,0.24047244,859.62244,361.45743,0.33459416,851.07935,373.15363,0.24359244,905.20355,334.6223,0.41618988,893.62195,355.6315,0.23940067,846.195,368.72842,0.16188833
1763,905.50415,337.7434,0.23386183,859.6789,361.94473,0.34188995,852.0669,373.61975,0.24949567,905.0572,334.74338,0.40670416,893.56146,355.48212,0.23888868,54.312508,427.77942,0.1546137
1764,905.749,337.72107,0.24252754,859.61255,361.71732,0.32769504,849.79755,373.55252,0.2400981,905.1625,334.40662,0.41794214,893.2673,355.5953,0.25094384,845.9717,368.9208,0.16926107
1765,906.0373,337.7113,0.24637029,859.52655,361.83737,0.31619227,849.87335,373.7323,0.23522833,905.5261,334.2247,0.4201304,893.55774,354.97778,0.2470681,846.17004,368.6864,0.1715719
1766,905.7289,337.67123,0.2366922,859.2326,361.3882,0.31814855,850.0202,373.75107,0.2343782,905.287,333.82227,0.41825682,893.53894,355.0036,0.24457857,846.5199,368.10028,0.1784287
1767,906.1395,337.85107,0.24713993,859.51935,361.5413,0.31765392,850.03125,373.28607,0.23927882,905.6712,334.34476,0.42513955,893.38654,354.99744,0.24702147,846.48645,367.68076,0.17413655
1768,906.265,338.25293,0.2392624,859.7389,361.88675,0.3287248,850.6483,373.36215,0.24734007,905.5776,334.63803,0.4079783,893.1273,354.77798,0.2480256,846.29974,368.5827,0.1651959
1769,906.378,338.2024,0.23696908,859.8927,361.76083,0.3272443,850.7072,373.3569,0.2529447,905.9614,334.33813,0.40862253,893.2258,354.97186,0.2469711,846.26025,368.1116,0.17208093
1770,906.3289,337.9995,0.23493037,859.78546,361.72406,0.32560405,851.3357,373.48837,0.25013182,905.97894,334.12686,0.40686625,893.16516,355.1531,0.24719699,846.526,368.21387,0.16707018
1771,906.6295,338.0142,0.23815487,859.5361,362.04367,0.32328215,851.4155,373.98685,0.24238686,906.3131,334.13144,0.41153437,893.22797,355.20117,0.24863139,846.4299,368.26675,0.17066616
1772,906.14545,337.87448,0.23784778,859.6831,362.30206,0.32307705,851.4237,373.91876,0.24678692,905.7477,334.17987,0.40873295,893.2706,355.02472,0.2502701,846.58075,368.87527,0.16253981
1773,906.4516,338.272,0.23771647,859.9566,362.20224,0.32235608,851.9824,373.88004,0.25195628,905.994,334.1721,0.4081447,893.0384,354.91138,0.25287274,846.54083,368.9346,0.16279471
1774,906.83984,338.4258,0.2349204,859.8344,361.69568,0.31437537,850.16016,373.38428,0.23981418,906.4247,333.86862,0.4098139,892.97766,354.8476,0.25643077,846.41266,367.97827,0.1744665
1775,906.7194,338.19012,0.22566104,859.26764,362.4719,0.32991132,851.6631,374.59177,0.24625207,906.3064,333.5042,0.3971821,892.9845,355.0266,0.24810718,846.43976,369.2658,0.16714445
1776,907.0546,338.1683,0.22480842,860.03894,361.38876,0.29275182,851.5468,373.08063,0.23505187,906.4774,334.23807,0.3949419,893.0258,354.74826,0.24933472,847.1261,366.97702,0.1775043
1777,907.3796,338.659,0.22528484,859.9038,361.43988,0.29900405,851.3949,373.41846,0.23548609,906.8162,334.2828,0.39228398,892.86597,354.7317,0.25492266,847.02856,367.25864,0.18167618
1778,907.4227,338.45856,0.23215552,859.97797,361.8384,0.3180088,850.8893,373.42563,0.24919252,907.0466,334.0133,0.40131348,892.9208,355.03354,0.2550299,846.6505,367.66507,0.17664939
1779,907.3713,338.51425,0.23195663,860.0475,361.60367,0.3199285,850.5781,373.17746,0.24504615,906.7383,334.31213,0.4042894,892.973,354.63785,0.25397435,846.26135,367.7395,0.17435834
1780,907.1105,338.41095,0.22957134,860.0517,361.64325,0.31432107,850.5265,373.2185,0.24512638,906.6448,334.20947,0.39678785,893.09064,354.63184,0.2544026,846.3037,367.76624,0.17304562
1781,907.25745,338.60126,0.22827157,859.9616,361.9361,0.31934538,851.5307,373.51578,0.24936043,906.73785,333.86945,0.39554274,892.8882,354.84125,0.25779796,846.43146,368.19467,0.17436257
1782,907.8195,338.8532,0.23008636,860.22107,361.739,0.31795675,851.4306,373.15866,0.24969442,907.3536,333.9377,0.39730126,892.84143,354.61475,0.25913814,846.54425,367.7018,0.17705177
1783,907.685,338.63272,0.22735119,860.5849,362.32425,0.3218172,852.18445,372.85193,0.25940427,907.1802,333.5932,0.38835788,892.7371,354.60867,0.25837103,66.9432,409.91135,0.16796078
1784,907.73285,338.94324,0.22018625,859.978,361.75894,0.3077999,850.3158,372.82346,0.24037112,907.3295,333.7227,0.37953126,892.7873,354.58914,0.25563923,846.51953,367.4773,0.17830423
1785,907.7705,339.07196,0.22633749,859.81696,361.7446,0.30186674,850.8971,373.40872,0.24065967,907.25507,334.0257,0.39179596,892.7893,354.17386,0.25855765,846.7454,367.804,0.18119109
1786,907.87555,339.1853,0.22492349,859.92584,361.44507,0.29554224,850.8557,373.0652,0.24433668,907.38544,334.01138,0.38876024,892.7198,354.1099,0.25857762,847.08356,367.26697,0.18022507
1787,908.0409,339.36966,0.22346357,860.02106,361.53488,0.29441103,850.79205,373.00397,0.2474024,907.4846,333.91602,0.38757768,892.6381,353.90625,0.2605041,847.08203,367.23108,0.18710738
1788,908.22736,339.64578,0.22293535,860.5707,362.1504,0.31697807,851.6452,372.83075,0.26018828,907.7282,334.18878,0.3842091,892.5912,354.1992,0.26208732,846.5932,367.94028,0.1709246
1789,908.28687,339.6401,0.22789696,860.24023,361.95798,0.31661344,851.5497,373.02414,0.2555548,907.7982,334.1439,0.3878317,892.5973,354.12576,0.26476407,846.64764,367.74884,0.17416134
1790,908.485,339.8343,0.22430813,860.175,362.2751,0.3120292,850.8036,373.10852,0.246277,908.0259,334.19608,0.3863066,892.54767,354.21573,0.26029637,846.47034,367.55972,0.1744717
1791,908.30615,339.65225,0.22810797,859.64154,362.37207,0.31033164,851.69543,374.24393,0.2445081,907.71783,334.1084,0.39184391,892.5016,354.20227,0.26426667,846.77,368.84485,0.1726884
1792,908.0195,339.4699,0.22341156,859.55817,361.88892,0.30919126,851.122,373.8726,0.24439879,907.4694,333.97455,0.38470614,892.593,354.07117,0.2599741,846.756,368.19513,0.17916168
1793,908.5589,339.5962,0.22519594,860.1402,362.75406,0.32983544,852.335,373.6073,0.2585172,907.979,334.36514,0.3843179,892.5239,353.95398,0.25945994,846.55475,369.1258,0.1604104
1794,908.31323,339.491,0.22814089,860.52313,362.37323,0.31155574,851.99695,373.01892,0.2600811,907.8019,334.24127,0.38735795,892.61597,353.83282,0.2582317,846.665,368.13074,0.16347098
1795,908.4486,339.40942,0.22522436,860.3963,363.1558,0.33111343,852.5445,373.63403,0.26371536,908.00916,334.21353,0.3817675,892.66705,353.90714,0.25485083,846.32227,369.3399,0.15301803
1796,908.90027,339.6976,0.22310029,860.5436,362.67685,0.33117542,852.3763,372.94714,0.25639278,908.3699,334.19672,0.3763001,892.64105,353.76395,0.25368032,846.35114,368.74002,0.150055
1797,908.8212,339.94235,0.2224853,860.20514,362.3842,0.31829333,850.53015,373.40497,0.2521245,908.30536,334.38025,0.3804512,892.71844,353.549,0.25759628,846.09375,367.8321,0.17745814
1798,908.98157,340.1686,0.22686169,860.2765,362.44418,0.31761238,851.124,373.33942,0.25007224,908.71826,334.3938,0.38590592,892.75696,353.65564,0.2570066,846.2961,367.92856,0.17125058
1799,908.6033,339.73044,0.22750214,860.459,362.23483,0.30629396,851.3143,373.31094,0.26033872,908.26764,334.3366,0.3915918,892.8134,353.62717,0.25550887,846.3551,367.79935,0.16665581
1800,908.4136,340.27692,0.22252941,860.2998,361.8368,0.28815585,850.6395,373.48334,0.24633075,908.10175,334.5703,0.37907678,892.5483,353.5936,0.25689504,846.7878,367.6371,0.17785333
1801,908.9758,340.52814,0.21730822,860.7399,361.87537,0.29914388,852.09045,373.22205,0.25941142,908.4956,334.72992,0.36819732,892.55164,353.13507,0.256845,846.6386,368.10214,0.16773702
1802,909.0693,340.6924,0.22122186,860.36774,361.7756,0.29376015,853.2739,373.46088,0.24786653,908.8125,334.4756,0.36946642,892.4951,353.28635,0.253702,847.145,368.17365,0.16271931
1803,909.124,340.52258,0.22124618,859.6934,361.8972,0.29816982,852.9377,374.3742,0.23607029,908.84937,334.4777,0.37393546,892.5208,353.55786,0.25426427,846.84424,368.4685,0.16930328
1804,909.3037,340.541,0.21864022,860.35156,361.89725,0.30624887,851.8435,373.32632,0.24337448,908.8939,334.51608,0.37130952,892.5157,353.4845,0.25394735,846.74274,367.72864,0.17432278
1805,908.8803,340.12823,0.21595201,859.81274,361.76355,0.29462096,850.92456,373.70715,0.23636332,908.5701,334.17114,0.3698001,892.49066,353.66852,0.25423127,846.6465,367.75287,0.17897178
1806,909.5429,341.04968,0.21710151,860.39417,361.85355,0.28993294,851.2223,372.78162,0.24365874,909.4443,334.67673,0.36466804,892.52203,353.5619,0.25448987,846.94543,366.79974,0.18192196
1807,909.9151,341.2729,0.21064602,860.2397,362.5188,0.30240577,853.16644,373.7375,0.25053948,909.93823,334.3476,0.3595374,892.47784,353.6207,0.25669006,847.0447,368.2146,0.1712329
1808,909.98755,341.16382,0.21278399,859.9607,362.71246,0.30362496,852.5496,374.25302,0.25160304,909.86945,334.626,0.36308432,892.55945,353.4161,0.25429443,846.80817,368.51324,0.1695889
1809,909.816,341.46933,0.20988938,861.2243,362.65207,0.3027297,852.5051,373.06744,0.26382628,909.7806,334.54855,0.3577881,892.4989,353.39944,0.253516,846.685,367.9538,0.16478112
1810,909.6912,341.20697,0.21286452,860.7782,362.47815,0.29713938,852.6686,373.1998,0.25682542,909.5436,334.4452,0.36304492,892.4705,353.41504,0.25677314,847.12115,367.72293,0.16901544
1811,909.7174,341.30368,0.21337911,860.9711,362.66757,0.30141023,852.50934,373.11923,0.25649458,909.654,334.23633,0.36290526,892.3266,353.43158,0.25656494,846.79767,368.04755,0.17259806
1812,115.162994,355.92477,0.21190068,860.4859,362.4754,0.28250024,852.9375,373.34653,0.23613353,113.92474,349.69904,0.35579175,892.49664,353.2557,0.2542267,847.2734,367.31888,0.17457725
1813,115.433655,356.04782,0.2091886,860.4202,362.6181,0.29561588,853.38617,373.72156,0.24668121,114.75062,349.254,0.35911006,892.48944,352.82184,0.25218046,847.3035,367.83615,0.17138967
1814,910.0053,341.73044,0.21106437,861.0832,362.38205,0.29436252,853.69006,372.98218,0.26030573,909.76526,335.14932,0.35887176,892.51953,352.78525,0.25555703,847.3412,367.1424,0.17396495
1815,116.72991,357.46564,0.21619129,860.57513,362.51666,0.30172864,852.7793,373.60345,0.2511294,116.54813,348.4326,0.36980507,892.46704,353.00076,0.25411066,847.0143,367.37903,0.17857668
1816,909.7065,341.37296,0.2122679,860.1216,362.92343,0.29604074,852.4517,374.36288,0.24544454,117.63758,348.21194,0.3620891,892.5278,353.08267,0.2544746,846.812,368.1117,0.1816141
1817,910.22565,341.84317,0.21760286,860.87305,362.40164,0.2947519,852.78345,373.1202,0.24794413,121.45217,345.952,0.36961418,892.44183,353.14563,0.2582473,847.1546,367.41083,0.17288753
1818,910.3399,341.813,0.20871371,860.18896,362.75403,0.29626822,852.2308,374.38428,0.23954621,910.2854,334.54373,0.35770768,892.53656,353.04083,0.25349626,846.6636,368.09183,0.18614145
1819,910.8306,342.24384,0.20561117,860.8366,362.04178,0.2881525,853.002,373.23883,0.243147,910.66754,334.90338,0.35522038,892.352,352.85355,0.25305018,847.3094,366.90088,0.18269074
1820,910.77704,342.33325,0.2101488,860.82166,362.28867,0.2713218,852.91235,373.27658,0.24144267,910.55225,335.0473,0.3601587,892.3768,352.66754,0.25777456,847.5659,366.60034,0.185143
1821,910.8208,342.1684,0.21640214,860.8002,362.26276,0.28285214,852.7462,373.18594,0.2558623,910.5554,335.00067,0.36899796,892.3843,352.82968,0.2592832,847.321,367.3132,0.18179144
