scorer,DLC_Resnet50_fish_twoMay24shuffle1_snapshot_020,DLC_Resnet50_fish_twoMay24shuffle1_snapshot_020,DLC_Resnet50_fish_twoMay24shuffle1_snapshot_020,DLC_Resnet50_fish_twoMay24shuffle1_snapshot_020,DLC_Resnet50_fish_twoMay24shuffle1_snapshot_020,DLC_Resnet50_fish_twoMay24shuffle1_snapshot_020,DLC_Resnet50_fish_twoMay24shuffle1_snapshot_020,DLC_Resnet50_fish_twoMay24shuffle1_snapshot_020,DLC_Resnet50_fish_twoMay24shuffle1_snapshot_020,DLC_Resnet50_fish_twoMay24shuffle1_snapshot_020,DLC_Resnet50_fish_twoMay24shuffle1_snapshot_020,DLC_Resnet50_fish_twoMay24shuffle1_snapshot_020,DLC_Resnet50_fish_twoMay24shuffle1_snapshot_020,DLC_Resnet50_fish_twoMay24shuffle1_snapshot_020,DLC_Resnet50_fish_twoMay24shuffle1_snapshot_020,DLC_Resnet50_fish_twoMay24shuffle1_snapshot_020,DLC_Resnet50_fish_twoMay24shuffle1_snapshot_020,DLC_Resnet50_fish_twoMay24shuffle1_snapshot_020
bodyparts,head1,head1,head1,body1,body1,body1,tail1,tail1,tail1,head2,head2,head2,body2,body2,body2,tail2,tail2,tail2
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
3741,256.99182,350.63873,0.24971266,217.52313,328.91632,0.3069527,190.06676,324.22156,0.25810385,261.12076,348.82492,0.26333588,205.94093,326.7743,0.16715728,176.68704,320.35098,0.15262811
3742,257.00418,350.4196,0.24545479,217.93048,329.02063,0.30538288,189.95386,324.55182,0.26383954,261.01572,348.46902,0.2695649,205.65959,327.24933,0.16807754,176.97484,320.7045,0.15012224
3743,256.6312,350.1879,0.24919762,218.2388,329.45084,0.3070388,190.30774,324.40524,0.2759014,260.6457,348.34036,0.2655477,205.7665,327.3645,0.15666842,188.062,321.14496,0.14299338
3744,256.9417,350.9224,0.26059228,218.59943,329.26944,0.30010685,207.81845,332.42017,0.26037347,260.97754,348.97998,0.26370123,205.90565,327.11868,0.1579057,188.11743,320.99106,0.157904
3745,256.65146,350.54166,0.25552437,218.31839,329.44708,0.30671057,190.63048,324.52026,0.27154928,260.90506,348.7077,0.26657087,205.74463,327.2148,0.15730152,188.14845,321.39667,0.14069933
3746,256.5719,350.863,0.25142458,218.07123,329.507,0.31812668,190.43971,324.05658,0.28491044,260.5746,348.84418,0.26187754,205.97069,327.3026,0.16326971,176.7923,320.81702,0.14240623
3747,256.45956,350.90405,0.24502486,218.23512,329.51285,0.33129022,190.71382,324.01657,0.29233557,260.0398,348.65744,0.25338173,206.14786,327.01666,0.16501229,176.80272,320.82278,0.14315647
3748,256.2792,350.5824,0.229598,218.18616,329.32077,0.3222982,190.71846,324.02643,0.2910274,259.9688,348.27512,0.264229,206.27014,326.696,0.16432813,177.19833,320.86966,0.14286895
3749,256.42978,350.47586,0.2325463,218.30794,329.42654,0.32198414,190.358,324.24347,0.2871657,260.49017,348.24176,0.27021456,206.1052,327.2583,0.16706626,177.29431,321.12103,0.144336
3750,255.78494,350.35776,0.22867288,217.9207,329.37006,0.32195875,190.37314,324.28503,0.28070837,259.91022,348.16278,0.28419107,206.16438,327.06522,0.16753255,177.14864,320.99054,0.14270556
3751,255.58781,350.3188,0.22905642,218.01639,329.5511,0.32634994,190.607,323.7448,0.29050106,259.57178,348.1198,0.29018313,206.0831,327.23196,0.1607094,177.11049,320.60248,0.14167355
3752,255.38965,350.19366,0.2254648,218.80592,329.071,0.31297243,190.3021,324.2927,0.26730728,259.4428,348.06946,0.288166,234.2893,343.80362,0.15876582,188.14491,320.8268,0.15318069
3753,254.93929,350.02325,0.22392368,218.15521,329.1887,0.31174025,191.26842,324.01895,0.2750988,259.01337,347.91492,0.29800993,234.28293,344.00983,0.15691854,995.60895,311.6558,0.12902135
3754,253.9954,349.93115,0.21938947,218.07329,329.27576,0.3182216,191.3207,323.8996,0.27296782,257.71835,347.37262,0.28852457,234.33717,343.7929,0.15816772,995.47015,311.25928,0.13407618
3755,254.7788,349.11215,0.2093066,217.93658,328.95856,0.31668454,191.18929,323.97583,0.27889735,256.62946,346.75443,0.29634583,206.00847,326.83298,0.15895972,995.5755,311.30746,0.1351908
3756,253.33759,349.57648,0.23039177,218.18651,328.6561,0.31375542,191.1337,324.30615,0.26042086,256.69208,347.1417,0.28417784,234.3037,343.9111,0.1646858,188.78607,321.0317,0.13655347
3757,253.12839,349.19568,0.21992682,218.45537,328.3464,0.31897616,190.75082,323.9835,0.26216757,256.24628,346.85095,0.2829829,234.37987,343.77435,0.1609288,188.54909,320.53085,0.14246738
3758,254.25128,349.3908,0.21231368,217.98218,328.75183,0.32506555,191.36917,323.79752,0.26963365,256.1235,347.1532,0.29056162,206.1888,326.50418,0.16200843,178.31943,320.75647,0.13265449
3759,253.71701,349.07846,0.20706075,217.02751,329.23676,0.33463177,191.9913,323.59302,0.28158766,256.1762,349.20212,0.28155428,206.02878,326.62723,0.16042997,177.0512,320.2228,0.13513118
3760,253.40852,349.14053,0.20823058,216.6904,329.06482,0.3462396,192.37604,323.3956,0.27735722,255.81268,349.21625,0.27863747,206.14941,326.08966,0.16165105,176.6002,319.791,0.13117641
3761,253.12321,348.92337,0.20361948,217.27823,329.19806,0.3553724,192.26027,323.0937,0.2860457,254.91832,346.47015,0.2846986,206.37411,326.33475,0.16586794,996.11456,311.01068,0.12748444
3762,252.09271,349.10327,0.21042728,216.73015,329.3265,0.37295076,192.75073,322.70587,0.29242384,254.68019,346.69366,0.28065446,206.5638,326.09952,0.16956401,995.9848,311.10675,0.1288106
3763,252.43193,349.21063,0.20528017,217.13858,328.8436,0.37216297,192.07393,322.06876,0.2955898,981.028,296.67465,0.28374517,207.01302,325.62772,0.17993018,176.31923,319.09222,0.13831282
3764,252.46704,348.9527,0.20502608,216.68208,328.76956,0.38015166,192.23799,322.53952,0.2952841,980.9628,296.67514,0.28542867,206.573,325.72995,0.19544706,175.10959,319.4814,0.14074658
3765,252.28918,349.83624,0.20950264,217.16168,328.93384,0.36649957,192.21286,322.7376,0.29580545,980.4747,296.6355,0.28496832,206.70992,325.75302,0.18622799,175.75237,319.7848,0.1381744
3766,252.4195,349.96222,0.20657606,217.15976,328.59018,0.36429062,192.0241,322.64145,0.2935105,980.27545,296.6534,0.29040092,206.8018,325.37265,0.1957433,175.45895,319.3778,0.14184806
3767,252.07294,349.58896,0.20370533,217.51416,328.68283,0.35216486,191.90923,322.90372,0.2785258,980.2199,296.61716,0.2829088,206.62071,325.58963,0.19631523,175.89297,319.51218,0.14241987
3768,251.93803,349.8742,0.21338567,218.48228,328.17477,0.33557528,191.32823,323.04074,0.2812439,979.90094,296.50333,0.28295016,206.88663,325.42917,0.18203151,177.18521,320.1205,0.13816306
3769,251.8936,349.87128,0.21135256,217.41321,328.4385,0.34866276,191.58836,322.93063,0.28600174,979.39526,296.69556,0.2840377,206.79382,325.37634,0.19268058,175.92401,319.22186,0.15315907
3770,252.08676,350.1792,0.2075975,217.38855,328.57697,0.3474555,191.64798,323.00525,0.27947122,979.23505,296.94415,0.28595638,206.70462,325.6263,0.18883958,176.21046,319.42697,0.14871082
3771,252.43185,350.26733,0.20518944,217.55984,328.61856,0.3464636,191.51247,322.91968,0.28067654,979.0367,296.70038,0.2872563,206.8504,325.54773,0.18919693,176.666,319.14154,0.14799017
3772,252.45576,350.13095,0.20761538,216.84575,328.74924,0.35053936,191.99176,323.06366,0.28176332,978.89124,296.45673,0.29014212,206.58827,325.69962,0.19059354,175.9506,318.97507,0.15186577
3773,251.97235,350.25183,0.21351925,216.12206,329.23117,0.35148668,192.84363,322.7446,0.28663105,978.73267,296.85004,0.29290855,206.55052,325.50674,0.16385469,176.31296,319.35687,0.13788843
3774,253.08972,350.34247,0.21329612,217.92908,328.8285,0.3276083,192.00717,323.08377,0.27703193,978.5493,296.44165,0.29185188,206.88329,325.681,0.16706114,177.5218,319.99393,0.13393363
3775,253.55252,350.27414,0.21615002,217.32214,329.15518,0.32939917,192.65895,323.02615,0.2791133,978.0042,296.6196,0.3018264,206.54219,325.9818,0.15360296,997.1417,310.46396,0.1333356
3776,253.66983,350.36996,0.216441,216.84274,329.36124,0.33577773,192.1439,322.67596,0.28226864,977.4839,296.57693,0.31175798,206.32765,326.49426,0.16605152,176.65736,319.27203,0.13843992
3777,253.63696,350.35214,0.21259531,216.59846,329.13434,0.33796623,192.34209,322.8061,0.2796307,977.3134,296.5745,0.31416178,206.35439,326.0323,0.15995145,997.4888,310.90488,0.13260135
3778,252.63097,350.3855,0.22071916,216.68243,329.26172,0.33288553,192.20921,322.53622,0.272366,976.4294,296.6138,0.30943775,206.39445,326.04477,0.15837282,997.8772,310.64484,0.13411336
3779,252.67184,350.34387,0.22126094,216.73648,328.94083,0.3232097,192.04213,322.60907,0.2648013,976.66095,296.7909,0.30439448,206.30536,325.94968,0.15352935,177.1555,318.9478,0.13160196
3780,252.40265,350.2736,0.23751548,217.13145,329.34808,0.32592553,192.09547,322.94098,0.27195334,976.0667,297.11133,0.2984897,234.16048,344.48535,0.15360957,997.6861,310.54926,0.13527843
3781,252.70398,350.382,0.2260982,217.64938,329.027,0.3217933,192.18736,323.09567,0.27583128,975.4015,297.55856,0.31056434,234.19656,344.31662,0.15296346,997.4778,310.66794,0.13721448
3782,252.3188,350.22272,0.21568261,216.78659,328.92273,0.33264035,191.97763,322.48077,0.26902294,975.6013,298.57242,0.31871963,206.50764,325.91214,0.16131875,177.08182,318.40326,0.14387575
3783,252.7766,350.22424,0.22652827,217.13318,329.0232,0.33260652,192.1675,322.61877,0.28203955,976.44794,300.82065,0.29287744,234.30978,344.19705,0.14850259,995.94415,310.2785,0.1310738
3784,252.4741,349.993,0.22180569,217.34491,328.90344,0.3330995,192.11702,322.8629,0.28776965,976.72894,303.02765,0.2768863,234.2298,344.31815,0.1511041,995.9072,310.2308,0.12619755
3785,252.57616,350.2928,0.22236824,217.04724,328.99503,0.3273135,192.17796,323.2204,0.28462887,978.3683,305.82278,0.2823206,234.20927,344.27216,0.15175317,1037.5436,306.94452,0.12386038
3786,252.83992,350.12668,0.21734087,217.89996,328.67462,0.31413075,192.1364,323.5902,0.27886134,980.2698,308.5837,0.29804403,234.35452,344.01456,0.15394238,179.07425,320.9529,0.1169376
3787,983.328,310.84814,0.21938165,217.27414,329.04044,0.31487778,192.4438,323.5489,0.26968804,980.45526,310.87418,0.31419122,234.28682,344.09988,0.15219139,1016.88776,300.98355,0.117420636
3788,984.0961,312.81638,0.22363102,217.82913,328.9756,0.31737486,192.3469,323.47186,0.27599585,979.40186,311.7583,0.31738067,234.29651,343.96884,0.15548669,178.58897,320.67627,0.12380947
3789,984.27716,314.2109,0.22490217,216.81671,329.38696,0.33479503,192.43875,323.05203,0.2874475,978.808,312.2757,0.32911223,234.29868,343.85175,0.15249705,995.4261,329.45935,0.13126051
3790,987.41156,315.9368,0.22173683,217.93285,328.69467,0.31875154,191.45274,323.62534,0.26919252,974.9767,315.56235,0.31323126,234.35976,343.65164,0.15440892,994.9418,328.97128,0.14229763
3791,976.234,317.10513,0.23467788,218.03989,328.74213,0.3180645,192.19766,323.288,0.2739588,974.0173,316.61755,0.29401147,234.37117,343.63983,0.15568615,978.9828,324.07953,0.13706058
3792,975.6749,317.95792,0.25148535,218.61664,328.53934,0.31564996,191.58337,323.06808,0.26138526,256.73938,346.59454,0.29524985,234.48482,343.48456,0.16041973,978.50684,324.28445,0.14715111
3793,975.8252,318.37164,0.2597133,218.77437,328.63797,0.31539395,192.08833,323.42386,0.2700783,972.364,321.08932,0.30225325,234.50233,343.40582,0.15875232,978.2324,324.6772,0.15293112
3794,975.1643,319.34625,0.26328915,217.59026,328.95834,0.3202088,192.061,323.43066,0.27277783,971.05206,322.3057,0.30259508,234.43236,343.45685,0.15722172,977.6399,324.9043,0.15860286
3795,975.28217,320.67657,0.26068306,217.42218,328.9786,0.32386574,192.34169,323.10886,0.27027708,970.40894,323.5623,0.31541702,980.13336,334.18143,0.16354264,977.5107,325.20062,0.16773339
3796,975.43604,321.03217,0.23815128,217.7018,329.03726,0.3239009,192.55133,323.32156,0.27424783,969.7669,324.33292,0.30300188,234.3181,343.77597,0.15222895,977.6058,325.77234,0.15769166
3797,975.3839,322.19742,0.24983735,217.62566,329.02536,0.32244694,192.4649,323.25504,0.27362043,969.57324,325.6738,0.32074797,980.5989,334.0601,0.1540252,977.54443,325.7584,0.16227135
3798,975.75305,323.59744,0.23915412,218.42397,328.72803,0.31402138,191.95404,323.3957,0.26225257,969.3333,327.16876,0.3228312,234.37238,343.549,0.15656236,977.2863,326.28394,0.15963797
3799,966.73236,329.41058,0.23098722,216.9602,329.24515,0.3286007,192.71272,322.88446,0.28451192,968.5841,328.26193,0.3294738,234.26407,343.92987,0.15240763,978.028,326.54608,0.15663332
3800,967.42224,330.1035,0.23914364,216.76787,329.17136,0.33014745,192.71648,323.03497,0.2799275,967.9947,329.00345,0.311072,234.32843,343.67172,0.15178952,977.92126,327.1168,0.1482473
3801,967.782,329.94043,0.24625988,217.71074,328.80014,0.3131992,192.20256,323.18796,0.26606345,967.30853,329.3672,0.3156523,234.3816,343.45703,0.15265003,978.37744,327.867,0.14009948
3802,968.25555,330.4961,0.2442123,217.5394,329.0561,0.32305828,192.62697,323.20807,0.2763925,964.05804,328.03146,0.31682804,234.26802,343.7078,0.15301298,979.2181,345.33,0.13952494
3803,967.9988,330.71426,0.2516562,218.40224,328.77798,0.32039073,192.34506,323.33292,0.2753982,963.3875,327.48654,0.3318045,234.37735,343.53067,0.15877198,978.9966,345.48187,0.13976014
3804,969.3035,330.53442,0.2463628,218.74658,328.51047,0.31655326,192.35701,323.6179,0.26693687,962.8252,327.8125,0.33533454,234.50742,343.12308,0.15594204,979.1517,345.4629,0.13698334
3805,969.73486,330.73257,0.24069056,219.10338,328.5603,0.3131388,192.32767,323.70703,0.2621857,961.6689,328.3191,0.33165234,234.52007,343.20657,0.15322399,190.4862,320.19763,0.13989627
3806,970.55023,331.16263,0.24188493,218.10101,328.8422,0.321642,192.77649,323.60858,0.2763984,960.96344,328.68472,0.32816482,987.3851,310.76865,0.157778,978.9445,345.37845,0.13970628
3807,971.6147,331.6041,0.25206745,217.77571,329.1135,0.3292124,192.85965,323.7215,0.2864822,960.1662,329.6347,0.3287602,987.226,311.06534,0.15676686,978.9918,345.18683,0.14302738
3808,973.5831,331.64438,0.248398,217.92583,329.0078,0.31054533,192.9162,324.29324,0.27185625,957.2476,331.85507,0.2887234,964.1179,350.8698,0.15924694,962.64526,339.72955,0.15104282
3809,974.26746,330.9142,0.24617936,217.71368,328.89453,0.31835318,192.57716,323.48257,0.27716252,957.3902,334.25186,0.2816826,964.0489,350.54114,0.16276586,962.36676,340.12766,0.15677713
3810,957.6693,334.2408,0.26199654,217.62154,328.76126,0.32230523,192.84181,323.40524,0.2782804,956.5488,335.80362,0.31401342,963.7676,351.32703,0.17232455,961.39526,340.5747,0.16948834
3811,957.07275,335.0533,0.27037317,218.86038,328.3703,0.30835062,192.05363,323.57596,0.25431716,955.6366,336.66406,0.3323858,963.924,351.0461,0.18351226,960.9648,340.48935,0.17948504
3812,957.3495,335.48767,0.27264586,219.33577,328.32007,0.3097094,191.75067,323.46545,0.25909656,955.2098,337.43427,0.33261782,963.8217,350.6797,0.1845396,960.6772,340.65222,0.1864323
3813,957.2104,335.65778,0.276687,218.48642,328.17154,0.3124521,192.14203,323.29572,0.2629392,954.8219,338.0668,0.3479643,964.1335,350.5165,0.18792862,960.5563,340.73657,0.18815222
3814,953.74786,340.17783,0.27286586,218.86156,328.34045,0.30391166,192.11295,323.69376,0.25145328,953.73816,340.15073,0.34276977,964.6644,349.99048,0.18021905,960.74194,341.31085,0.18668564
3815,953.83234,340.32803,0.27101755,218.22922,328.4227,0.30529395,192.06012,323.8922,0.25186113,953.5567,340.36337,0.3370158,964.50146,350.2254,0.17064305,961.1005,341.9812,0.17723334
3816,953.7883,340.6493,0.26864603,217.88599,328.63904,0.32631558,192.57329,323.1301,0.26995933,953.43115,340.57596,0.33141828,964.6737,349.89734,0.16602954,961.40344,341.87582,0.17888477
3817,953.16437,341.2728,0.2731456,217.86586,328.50043,0.32157674,192.42792,323.06104,0.2656842,952.6938,341.06036,0.32529777,983.66425,318.42886,0.16510375,961.3194,341.81372,0.18219927
3818,952.8365,342.10178,0.25952387,217.5148,328.54816,0.32786295,192.41422,322.69434,0.277112,952.17334,341.85318,0.32723996,983.03326,319.21893,0.16564131,961.43494,342.1431,0.17952932
3819,953.1756,342.34225,0.25747162,217.39081,328.29193,0.3273596,192.19904,322.49286,0.27940893,952.4811,342.22568,0.33513546,983.0461,318.73087,0.16827205,961.58075,342.43857,0.17479675
3820,952.68335,343.2271,0.2468966,217.59387,328.27792,0.31894895,191.9944,322.7353,0.27164692,952.10504,342.99835,0.3267786,982.0593,319.1719,0.18272893,961.5972,342.3935,0.1747517
3821,951.70966,343.4816,0.24669836,216.5999,328.7355,0.32932925,192.90353,322.94034,0.28003865,951.35785,343.0984,0.3071884,982.08923,319.3289,0.17440797,961.62354,342.48965,0.17280862
3822,950.66675,344.57,0.25149322,217.05794,328.46695,0.3241166,192.85995,323.02884,0.2721498,950.70496,343.8489,0.30595952,981.554,319.6621,0.1816814,961.95087,342.75906,0.1671643
3823,950.81775,344.7166,0.25037172,216.13243,328.73273,0.33918503,193.22052,322.9642,0.2834163,950.30286,344.21753,0.2998852,981.5452,319.7786,0.17982908,962.01416,343.0152,0.16548713
3824,951.2008,344.72556,0.25433522,216.2284,328.84497,0.3337541,193.21552,322.91714,0.28053373,950.0423,344.28906,0.3051502,980.45044,320.8401,0.19215706,962.2735,343.2475,0.16509981
3825,951.6354,344.85992,0.2553702,215.8051,328.84244,0.33300164,193.36577,322.95715,0.27581835,949.94214,344.56024,0.29923007,980.5835,320.5703,0.19077496,962.43726,343.35107,0.16026714
3826,952.41315,345.23172,0.24961269,216.57216,328.7244,0.3332365,192.82889,322.73877,0.27611884,945.78705,343.10925,0.30546197,979.5533,321.3578,0.20037249,962.684,343.784,0.14747019
3827,954.01733,345.56506,0.24495798,216.69995,328.67426,0.31703183,193.07019,323.55594,0.2585255,944.48,344.00296,0.31016833,978.33606,322.7603,0.18124364,963.427,361.95792,0.13280642
3828,953.8478,345.65652,0.24847846,217.31851,328.4066,0.32986557,192.50514,323.0773,0.27246994,944.38055,344.01007,0.31887802,971.96094,325.01984,0.16095674,963.4373,361.96915,0.13121635
3829,954.687,345.3697,0.24224067,217.50296,328.43063,0.33510807,192.51816,322.5759,0.27956423,943.9003,344.53055,0.31322622,978.5169,322.48926,0.1680963,963.43567,361.90338,0.13053085
3830,955.1374,345.61194,0.24377969,215.96516,328.68323,0.3459054,193.45798,322.93948,0.28595412,943.339,344.45895,0.31536597,978.5206,322.16766,0.17465368,963.39435,361.74548,0.13328858
3831,955.3997,345.3224,0.2398261,216.03304,328.68533,0.3376144,193.4762,323.04074,0.2833056,943.1838,344.58417,0.3120143,979.1286,322.0382,0.16487859,963.4735,361.73767,0.13498336
3832,955.8854,345.85333,0.24286753,216.22554,328.71182,0.34131575,193.39365,322.7107,0.28424102,941.96313,344.9614,0.30541494,978.6885,322.7479,0.15772489,963.43896,361.55655,0.14461897
3833,956.72363,345.78198,0.24056542,216.84575,328.45798,0.3377008,192.59355,322.73782,0.27168694,941.117,345.69867,0.30214345,206.77841,325.26053,0.16673225,946.9956,356.34818,0.14560384
3834,957.0945,345.7776,0.24741845,216.50073,328.4726,0.33692098,192.71931,322.48355,0.27610844,939.8805,346.20795,0.29372567,206.64348,325.17392,0.16339594,946.8131,356.39084,0.15148714
3835,957.4603,345.71805,0.24868226,215.90355,328.50583,0.33896622,193.18637,322.58948,0.273017,939.5874,346.75168,0.2877588,969.364,327.81818,0.15762305,946.62744,356.33188,0.15336841
3836,958.1386,346.07632,0.25833458,215.25075,328.59183,0.34665838,193.35873,322.8276,0.28507137,939.8696,348.83627,0.3007446,948.2753,366.6925,0.16185786,946.12823,356.2833,0.16350758
3837,958.42523,346.0539,0.25354716,215.5786,328.41483,0.33456358,193.6572,322.93326,0.27686518,939.2434,348.45654,0.31079417,948.4561,366.47928,0.16655558,946.13385,356.2024,0.1695664
3838,940.4402,348.74893,0.2550796,215.67113,328.52484,0.3395973,193.52415,322.77652,0.2817045,938.81,350.13318,0.34744257,948.1582,367.1992,0.18995705,945.3549,356.629,0.17763093
3839,940.1955,349.325,0.26653606,215.16328,328.5321,0.34264284,193.55482,323.04916,0.28531358,938.805,351.40704,0.35915554,948.02893,367.72192,0.19124217,945.02057,356.89893,0.17685428
3840,940.5645,350.25055,0.26961046,215.57954,328.2214,0.339498,193.33496,322.55676,0.26812208,938.89996,351.69525,0.3549408,947.94763,367.2117,0.193479,944.8713,356.8346,0.18724427
3841,940.63245,350.06573,0.26776376,215.9081,328.07846,0.337768,190.92627,326.89667,0.26892397,938.5466,351.96048,0.36271855,948.1482,366.996,0.20029397,944.71106,356.66336,0.18669236
3842,940.6254,350.2761,0.25523886,215.40532,328.27682,0.3378841,193.23398,322.32248,0.28206843,938.3466,352.61777,0.3519922,948.0729,367.04794,0.19301623,944.641,356.96954,0.18144372
3843,940.5039,350.44943,0.26458043,215.69563,328.07135,0.3388265,193.3869,322.49072,0.27440804,938.0948,352.8027,0.35843253,948.3542,366.632,0.19891042,944.5036,356.5019,0.18979777
3844,940.437,350.70596,0.26064622,214.95705,328.43658,0.34566537,193.4515,322.68033,0.2859402,937.8567,352.97922,0.36310798,948.27203,366.7371,0.19498244,944.2866,356.65826,0.18983261
3845,937.44775,353.28647,0.25601965,214.69788,328.38712,0.34418574,193.68994,323.2239,0.278565,937.5367,353.58936,0.36411273,948.4354,366.39633,0.19751571,944.29834,356.69452,0.19228166
3846,937.2951,353.51508,0.2598551,214.95132,328.56277,0.3389882,193.58577,322.98752,0.2716257,937.15076,353.70084,0.3602032,948.5755,366.43433,0.19730674,944.5911,356.94995,0.19000298
3847,937.3244,354.2359,0.269161,215.13275,328.25595,0.33943433,193.28056,322.52063,0.26685137,937.1952,354.35916,0.3636632,948.6337,366.17264,0.19662994,944.3898,357.02032,0.19135097
3848,937.016,354.81708,0.2661214,215.46046,328.32785,0.34522712,193.31125,322.4599,0.27261636,937.22754,354.9816,0.35074836,948.7464,366.19766,0.18653193,944.5726,357.1282,0.18658197
3849,936.60736,355.10608,0.2687873,215.3821,328.52133,0.35131815,193.63083,322.71194,0.28132373,936.7764,355.13635,0.35242695,948.7915,366.15424,0.1882334,944.63605,357.1973,0.19209042
3850,935.87823,356.31046,0.27335414,216.76918,327.71204,0.33328837,192.57097,322.85773,0.25157452,935.9745,356.22403,0.34930658,968.186,332.5698,0.18446396,945.00854,357.38348,0.19487548
3851,935.2419,356.8951,0.2739367,216.8653,327.15326,0.3295938,190.72517,327.9082,0.24311294,935.4384,356.72595,0.3440263,967.9346,332.61484,0.17672442,945.0324,357.75854,0.1929761
3852,935.8837,357.58713,0.28239107,217.10658,326.88025,0.3352823,191.99875,322.58344,0.23989184,935.6447,357.43936,0.32796332,967.3709,333.27206,0.184059,945.52167,358.05734,0.18885228
3853,935.3909,357.79626,0.27335596,215.8656,326.94205,0.34180328,191.13084,328.32123,0.2553169,935.4596,357.59717,0.3149476,967.0462,333.41547,0.18463922,945.4054,357.68387,0.19254005
3854,935.0022,357.87476,0.26953572,216.8369,326.54782,0.34570506,192.33762,322.39896,0.24955995,934.717,357.7985,0.31750715,966.7153,333.21204,0.18475875,945.66736,358.15308,0.1891868
3855,934.8335,358.0139,0.2677576,217.62935,326.46774,0.33532873,191.11409,328.1914,0.23099074,934.9305,357.84543,0.31495452,215.89386,326.3378,0.18984538,945.50116,358.1493,0.18676156
3856,934.48676,358.39658,0.25464803,217.1084,326.50522,0.35830948,192.04794,322.55817,0.24931152,934.1593,358.25,0.29578343,215.43869,326.5011,0.19621794,945.8518,358.2018,0.1849293
3857,934.4489,358.52838,0.26861885,217.68625,326.26465,0.37022913,192.0592,322.54202,0.26240882,934.1346,358.2621,0.31050494,215.3727,326.0704,0.20739861,945.7619,358.44357,0.18356512
3858,934.7883,359.10513,0.26202846,217.32436,326.32288,0.37071052,192.31598,322.4918,0.26617402,934.15674,358.7137,0.3031084,215.38148,325.9361,0.21304251,946.1137,358.79376,0.17889458
3859,934.4283,358.84656,0.2683214,217.80101,326.41116,0.3732822,192.5728,322.59192,0.26273257,933.763,358.46796,0.3006438,215.47299,325.8548,0.21692872,946.32214,358.8571,0.17763484
3860,247.86674,351.49725,0.26377374,217.77644,326.02686,0.38093624,191.0039,326.66858,0.27473497,933.78467,358.77652,0.29791844,215.35408,325.3796,0.22993062,946.3147,358.85233,0.17358425
3861,247.90741,352.2099,0.27488217,217.64713,325.9727,0.3751981,190.74457,326.1604,0.27062923,933.43365,359.51294,0.2850787,215.39105,325.31183,0.22789642,946.30774,359.1762,0.16755414
3862,247.87317,352.4582,0.28231043,217.67778,326.0862,0.37707525,192.48242,322.78052,0.2699396,247.99379,351.65018,0.29295576,215.57404,325.28015,0.23683304,946.0646,359.3325,0.16011319
3863,247.87793,352.75488,0.28893575,217.29315,326.34537,0.36951163,192.78827,323.6715,0.26519734,248.07933,351.83075,0.30259272,215.19725,325.64862,0.23776203,946.43243,359.36032,0.15982419
3864,247.81313,353.25806,0.30542776,217.7811,326.285,0.34821662,192.4866,324.30573,0.25752226,929.7887,358.50797,0.2914312,215.63165,325.46286,0.23193821,946.22235,359.3528,0.1635946
3865,247.73291,353.59207,0.30257094,218.15857,326.58844,0.3358017,191.02875,325.28955,0.2393407,929.92377,358.6406,0.29077363,215.94563,325.57864,0.22478777,946.5475,359.40894,0.16068758
3866,247.84691,353.76996,0.30048972,218.33012,326.9322,0.3417824,191.49727,325.37903,0.24591085,247.98727,352.85083,0.29596382,215.63123,326.00336,0.22268644,946.50684,359.56476,0.1574775
3867,247.72029,353.5973,0.3016656,218.06117,326.86996,0.34399924,191.2554,324.95175,0.25052533,929.902,358.8246,0.3031677,215.72029,325.93274,0.22711341,946.21124,359.57513,0.15513758
3868,247.86719,353.9644,0.30136505,219.05424,327.02863,0.31150588,191.37727,322.7765,0.22671588,932.0787,358.99878,0.33158755,216.41605,325.9131,0.20072246,946.2635,377.13177,0.13995722
3869,248.09215,354.742,0.31090873,219.18436,327.34628,0.31279442,191.59465,322.8128,0.22770298,933.77686,360.8593,0.3321734,216.30478,326.32358,0.19111416,945.61115,376.62033,0.14824693
3870,248.28317,354.38593,0.311176,219.75232,327.3877,0.28945336,190.8979,322.05048,0.21173224,935.66614,363.145,0.29810098,217.26137,326.26633,0.1914194,944.5248,376.04108,0.1555351
3871,248.37747,354.75156,0.31032535,219.46332,327.29312,0.2950932,191.72804,321.80917,0.2149748,936.7176,364.0862,0.29819763,216.45113,326.1741,0.18139355,944.2603,375.89917,0.14394978
3872,248.4473,354.93283,0.3012942,219.45297,327.24136,0.31844392,192.28241,321.64304,0.23370026,942.8118,361.27426,0.26554108,216.26562,326.10654,0.18384485,193.73245,321.9343,0.12948284
3873,248.84975,355.16086,0.29944128,218.90707,327.39618,0.32353538,192.19867,322.20038,0.24863516,949.52997,366.19406,0.3012789,215.5564,326.10834,0.17576447,193.4493,322.04468,0.13188303
3874,248.94287,355.5579,0.2871251,219.10553,327.04938,0.30557537,192.02618,321.4188,0.23899536,951.8216,367.68002,0.27987015,935.0282,358.56168,0.1812833,193.45636,322.0342,0.12867829
3875,249.37825,355.97308,0.29258758,219.64758,327.5,0.29154012,192.30933,320.87833,0.21942498,954.1727,369.89484,0.26899177,936.5565,356.3544,0.17778966,958.5684,375.7651,0.13883102
